order_id,expected_reason_code,note
order_000111,matched,"clean order, should reconcile on both legs"
order_000112,matched,"clean order, should reconcile on both legs"
order_000113,matched,"clean order, should reconcile on both legs"
order_000114,matched,"clean order, should reconcile on both legs"
order_000115,matched,"clean order, should reconcile on both legs"
order_000116,matched,"clean order, should reconcile on both legs"
order_000117,matched,"clean order, should reconcile on both legs"
order_000118,matched,"clean order, should reconcile on both legs"
order_000119,matched,"clean order, should reconcile on both legs"
order_000120,matched,"clean order, should reconcile on both legs"
order_000121,matched,"clean order, should reconcile on both legs"
order_000122,matched,"clean order, should reconcile on both legs"
order_000123,matched,"clean order, should reconcile on both legs"
order_000124,matched,"clean order, should reconcile on both legs"
order_000125,matched,"clean order, should reconcile on both legs"
order_000126,matched,"clean order, should reconcile on both legs"
order_000127,matched,"clean order, should reconcile on both legs"
order_000128,matched,"clean order, should reconcile on both legs"
order_000129,matched,"clean order, should reconcile on both legs"
order_000130,matched,"clean order, should reconcile on both legs"
order_000131,matched,"clean order, should reconcile on both legs"
order_000132,matched,"clean order, should reconcile on both legs"
order_000133,matched,"clean order, should reconcile on both legs"
order_000134,matched,"clean order, should reconcile on both legs"
order_000135,matched,"clean order, should reconcile on both legs"
order_000136,matched,"clean order, should reconcile on both legs"
order_000137,matched,"clean order, should reconcile on both legs"
order_000138,matched,"clean order, should reconcile on both legs"
order_000139,matched,"clean order, should reconcile on both legs"
order_000140,matched,"clean order, should reconcile on both legs"
order_000141,matched,"clean order, should reconcile on both legs"
order_000142,matched,"clean order, should reconcile on both legs"
order_000143,matched,"clean order, should reconcile on both legs"
order_000144,matched,"clean order, should reconcile on both legs"
order_000145,matched,"clean order, should reconcile on both legs"
order_000146,matched,"clean order, should reconcile on both legs"
order_000147,matched,"clean order, should reconcile on both legs"
order_000148,matched,"clean order, should reconcile on both legs"
order_000149,matched,"clean order, should reconcile on both legs"
order_000150,matched,"clean order, should reconcile on both legs"
order_000151,matched,"clean order, should reconcile on both legs"
order_000152,matched,"clean order, should reconcile on both legs"
order_000153,matched,"clean order, should reconcile on both legs"
order_000154,matched,"clean order, should reconcile on both legs"
order_000155,matched,"clean order, should reconcile on both legs"
order_000156,matched,"clean order, should reconcile on both legs"
order_000157,matched,"clean order, should reconcile on both legs"
order_000158,matched,"clean order, should reconcile on both legs"
order_000159,matched,"clean order, should reconcile on both legs"
order_000160,matched,"clean order, should reconcile on both legs"
order_000161,matched,"clean order, should reconcile on both legs"
order_000162,matched,"clean order, should reconcile on both legs"
order_000163,matched,"clean order, should reconcile on both legs"
order_000164,matched,"clean order, should reconcile on both legs"
order_000165,matched,"clean order, should reconcile on both legs"
order_000166,matched,"clean order, should reconcile on both legs"
order_000167,matched,"clean order, should reconcile on both legs"
order_000168,matched,"clean order, should reconcile on both legs"
order_000169,matched,"clean order, should reconcile on both legs"
order_000170,matched,"clean order, should reconcile on both legs"
order_000171,matched,"clean order, should reconcile on both legs"
order_000172,matched,"clean order, should reconcile on both legs"
order_000173,matched,"clean order, should reconcile on both legs"
order_000174,matched,"clean order, should reconcile on both legs"
order_000175,matched,"clean order, should reconcile on both legs"
order_000176,matched,"clean order, should reconcile on both legs"
order_000177,matched,"clean order, should reconcile on both legs"
order_000178,matched,"clean order, should reconcile on both legs"
order_000179,matched,"clean order, should reconcile on both legs"
order_000180,matched,"clean order, should reconcile on both legs"
order_000181,matched,"clean order, should reconcile on both legs"
order_000182,matched,"clean order, should reconcile on both legs"
order_000183,matched,"clean order, should reconcile on both legs"
order_000184,matched,"clean order, should reconcile on both legs"
order_000185,matched,"clean order, should reconcile on both legs"
order_000186,matched,"clean order, should reconcile on both legs"
order_000187,matched,"clean order, should reconcile on both legs"
order_000188,matched,"clean order, should reconcile on both legs"
order_000189,matched,"clean order, should reconcile on both legs"
order_000190,matched,"clean order, should reconcile on both legs"
order_000191,matched,"clean order, should reconcile on both legs"
order_000192,matched,"clean order, should reconcile on both legs"
order_000193,matched,"clean order, should reconcile on both legs"
order_000194,matched,"clean order, should reconcile on both legs"
order_000195,matched,"clean order, should reconcile on both legs"
order_000196,matched,"clean order, should reconcile on both legs"
order_000197,matched,"clean order, should reconcile on both legs"
order_000198,matched,"clean order, should reconcile on both legs"
order_000199,matched,"clean order, should reconcile on both legs"
order_000200,matched,"clean order, should reconcile on both legs"
order_000201,matched,"clean order, should reconcile on both legs"
order_000202,matched,"clean order, should reconcile on both legs"
order_000203,matched,"clean order, should reconcile on both legs"
order_000204,matched,"clean order, should reconcile on both legs"
order_000205,matched,"clean order, should reconcile on both legs"
order_000206,matched,"clean order, should reconcile on both legs"
order_000207,matched,"clean order, should reconcile on both legs"
order_000208,matched,"clean order, should reconcile on both legs"
order_000209,matched,"clean order, should reconcile on both legs"
order_000210,matched,"clean order, should reconcile on both legs"
order_000211,matched,"clean order, should reconcile on both legs"
order_000212,matched,"clean order, should reconcile on both legs"
order_000213,matched,"clean order, should reconcile on both legs"
order_000214,matched,"clean order, should reconcile on both legs"
order_000215,matched,"clean order, should reconcile on both legs"
order_000216,matched,"clean order, should reconcile on both legs"
order_000217,matched,"clean order, should reconcile on both legs"
order_000218,matched,"clean order, should reconcile on both legs"
order_000219,matched,"clean order, should reconcile on both legs"
order_000220,matched,"clean order, should reconcile on both legs"
order_000221,matched,"clean order, should reconcile on both legs"
order_000222,refund_not_reflected,Razorpay refunded; merchant ledger still books the full sale
order_000223,duplicate_settlement,two settlement rows exist for one order_id
order_000224,no_settlement_found,order never settled (stuck/orphan)
order_000225,fee_footing_mismatch,settled_amount does not foot against gross - fee - tax
order_000226,bank_credit_delayed,"bank credit lands 8 days after settlement, past the window"
order_000227,matched,"clean order, should reconcile on both legs"
order_000228,matched,"clean order, should reconcile on both legs"
order_000229,matched,"clean order, should reconcile on both legs"
order_000230,matched,"clean order, should reconcile on both legs"
order_000231,matched,"clean order, should reconcile on both legs"
order_000232,matched,"clean order, should reconcile on both legs"
order_000233,matched,"clean order, should reconcile on both legs"
order_000234,matched,"clean order, should reconcile on both legs"
order_000235,matched,"clean order, should reconcile on both legs"
order_000236,matched,"clean order, should reconcile on both legs"
order_000237,matched,"clean order, should reconcile on both legs"
order_000238,matched,"clean order, should reconcile on both legs"
order_000239,matched,"clean order, should reconcile on both legs"
order_000240,matched,"clean order, should reconcile on both legs"
order_000241,matched,"clean order, should reconcile on both legs"
order_000242,matched,"clean order, should reconcile on both legs"
order_000243,matched,"clean order, should reconcile on both legs"
order_000244,matched,"clean order, should reconcile on both legs"
order_000245,matched,"clean order, should reconcile on both legs"
order_000246,matched,"clean order, should reconcile on both legs"
order_000247,matched,"clean order, should reconcile on both legs"
order_000248,matched,"clean order, should reconcile on both legs"
order_000249,matched,"clean order, should reconcile on both legs"
order_000250,matched,"clean order, should reconcile on both legs"
order_000251,matched,"clean order, should reconcile on both legs"
order_000252,matched,"clean order, should reconcile on both legs"
order_000253,matched,"clean order, should reconcile on both legs"
order_000254,matched,"clean order, should reconcile on both legs"
order_000255,matched,"clean order, should reconcile on both legs"
order_000256,matched,"clean order, should reconcile on both legs"
order_000257,matched,"clean order, should reconcile on both legs"
order_000258,matched,"clean order, should reconcile on both legs"
order_000259,matched,"clean order, should reconcile on both legs"
order_000260,matched,"clean order, should reconcile on both legs"
order_000261,matched,"clean order, should reconcile on both legs"
order_000262,matched,"clean order, should reconcile on both legs"
order_000263,matched,"clean order, should reconcile on both legs"
order_000264,matched,"clean order, should reconcile on both legs"
order_000265,matched,"clean order, should reconcile on both legs"
order_000266,matched,"clean order, should reconcile on both legs"
order_000267,matched,"clean order, should reconcile on both legs"
order_000268,matched,"clean order, should reconcile on both legs"
order_000269,matched,"clean order, should reconcile on both legs"
order_000270,matched,"clean order, should reconcile on both legs"
order_000271,matched,"clean order, should reconcile on both legs"
order_000272,matched,"clean order, should reconcile on both legs"
order_000273,matched,"clean order, should reconcile on both legs"
order_000274,matched,"clean order, should reconcile on both legs"
order_000275,matched,"clean order, should reconcile on both legs"
order_000276,matched,"clean order, should reconcile on both legs"
order_000277,matched,"clean order, should reconcile on both legs"
order_000278,matched,"clean order, should reconcile on both legs"
order_000279,matched,"clean order, should reconcile on both legs"
order_000280,matched,"clean order, should reconcile on both legs"
order_000281,matched,"clean order, should reconcile on both legs"
order_000282,matched,"clean order, should reconcile on both legs"
order_000283,matched,"clean order, should reconcile on both legs"
order_000284,matched,"clean order, should reconcile on both legs"
order_000285,matched,"clean order, should reconcile on both legs"
order_000286,matched,"clean order, should reconcile on both legs"
order_000287,matched,"clean order, should reconcile on both legs"
order_000288,matched,"clean order, should reconcile on both legs"
order_000289,matched,"clean order, should reconcile on both legs"
order_000290,matched,"clean order, should reconcile on both legs"
order_000291,matched,"clean order, should reconcile on both legs"
order_000292,matched,"clean order, should reconcile on both legs"
order_000293,matched,"clean order, should reconcile on both legs"
order_000294,matched,"clean order, should reconcile on both legs"
order_000295,matched,"clean order, should reconcile on both legs"
order_000296,matched,"clean order, should reconcile on both legs"
order_000297,matched,"clean order, should reconcile on both legs"
order_000298,matched,"clean order, should reconcile on both legs"
order_000299,matched,"clean order, should reconcile on both legs"
order_000300,matched,"clean order, should reconcile on both legs"
order_000301,matched,"clean order, should reconcile on both legs"
order_000302,matched,"clean order, should reconcile on both legs"
order_000303,matched,"clean order, should reconcile on both legs"
order_000304,matched,"clean order, should reconcile on both legs"
order_000305,matched,"clean order, should reconcile on both legs"
order_000306,matched,"clean order, should reconcile on both legs"
order_000307,matched,"clean order, should reconcile on both legs"
order_000308,matched,"clean order, should reconcile on both legs"
order_000309,matched,"clean order, should reconcile on both legs"
order_000310,matched,"clean order, should reconcile on both legs"
order_000311,matched,"clean order, should reconcile on both legs"
order_000312,matched,"clean order, should reconcile on both legs"
order_000313,matched,"clean order, should reconcile on both legs"
order_000314,matched,"clean order, should reconcile on both legs"
order_000315,matched,"clean order, should reconcile on both legs"
order_000316,matched,"clean order, should reconcile on both legs"
order_000317,matched,"clean order, should reconcile on both legs"
order_000318,matched,"clean order, should reconcile on both legs"
order_000319,matched,"clean order, should reconcile on both legs"
order_000320,matched,"clean order, should reconcile on both legs"
order_000321,matched,"clean order, should reconcile on both legs"
order_000322,matched,"clean order, should reconcile on both legs"
order_000323,matched,"clean order, should reconcile on both legs"
order_000324,matched,"clean order, should reconcile on both legs"
order_000325,matched,"clean order, should reconcile on both legs"
order_000326,matched,"clean order, should reconcile on both legs"
order_000327,matched,"clean order, should reconcile on both legs"
order_000328,matched,"clean order, should reconcile on both legs"
order_000329,matched,"clean order, should reconcile on both legs"
order_000330,matched,"clean order, should reconcile on both legs"
order_000331,matched,"clean order, should reconcile on both legs"
order_000332,matched,"clean order, should reconcile on both legs"
order_000333,matched,"clean order, should reconcile on both legs"
order_000334,matched,"clean order, should reconcile on both legs"
order_000335,matched,"clean order, should reconcile on both legs"
order_000336,matched,"clean order, should reconcile on both legs"
order_000337,matched,"clean order, should reconcile on both legs"
order_000338,matched,"clean order, should reconcile on both legs"
order_000339,matched,"clean order, should reconcile on both legs"
order_000340,matched,"clean order, should reconcile on both legs"
order_000341,matched,"clean order, should reconcile on both legs"
order_000342,matched,"clean order, should reconcile on both legs"
order_000343,matched,"clean order, should reconcile on both legs"
order_000344,matched,"clean order, should reconcile on both legs"
order_000345,matched,"clean order, should reconcile on both legs"
order_000346,matched,"clean order, should reconcile on both legs"
order_000347,matched,"clean order, should reconcile on both legs"
order_000348,matched,"clean order, should reconcile on both legs"
order_000349,matched,"clean order, should reconcile on both legs"
order_000350,matched,"clean order, should reconcile on both legs"
order_000351,matched,"clean order, should reconcile on both legs"
order_000352,matched,"clean order, should reconcile on both legs"
order_000353,matched,"clean order, should reconcile on both legs"
order_000354,matched,"clean order, should reconcile on both legs"
order_000355,matched,"clean order, should reconcile on both legs"
order_000356,matched,"clean order, should reconcile on both legs"
order_000357,matched,"clean order, should reconcile on both legs"
order_000358,matched,"clean order, should reconcile on both legs"
order_000359,matched,"clean order, should reconcile on both legs"
order_000360,matched,"clean order, should reconcile on both legs"
order_000361,matched,"clean order, should reconcile on both legs"
order_000362,matched,"clean order, should reconcile on both legs"
order_000363,matched,"clean order, should reconcile on both legs"
order_000364,matched,"clean order, should reconcile on both legs"
order_000365,matched,"clean order, should reconcile on both legs"
order_000366,matched,"clean order, should reconcile on both legs"
order_000367,matched,"clean order, should reconcile on both legs"
order_000368,matched,"clean order, should reconcile on both legs"
order_000369,matched,"clean order, should reconcile on both legs"
order_000370,matched,"clean order, should reconcile on both legs"
order_000371,matched,"clean order, should reconcile on both legs"
order_000372,matched,"clean order, should reconcile on both legs"
order_000373,matched,"clean order, should reconcile on both legs"
order_000374,matched,"clean order, should reconcile on both legs"
order_000375,matched,"clean order, should reconcile on both legs"
order_000376,matched,"clean order, should reconcile on both legs"
order_000377,matched,"clean order, should reconcile on both legs"
order_000378,matched,"clean order, should reconcile on both legs"
order_000379,matched,"clean order, should reconcile on both legs"
order_000380,matched,"clean order, should reconcile on both legs"
order_000381,matched,"clean order, should reconcile on both legs"
order_000382,matched,"clean order, should reconcile on both legs"
order_000383,matched,"clean order, should reconcile on both legs"
order_000384,matched,"clean order, should reconcile on both legs"
order_000385,matched,"clean order, should reconcile on both legs"
order_000386,matched,"clean order, should reconcile on both legs"
order_000387,matched,"clean order, should reconcile on both legs"
order_000388,matched,"clean order, should reconcile on both legs"
order_000389,matched,"clean order, should reconcile on both legs"
order_000390,matched,"clean order, should reconcile on both legs"
order_000391,matched,"clean order, should reconcile on both legs"
order_000392,matched,"clean order, should reconcile on both legs"
order_000393,matched,"clean order, should reconcile on both legs"
order_000394,matched,"clean order, should reconcile on both legs"
order_000395,matched,"clean order, should reconcile on both legs"
order_000396,matched,"clean order, should reconcile on both legs"
order_000397,matched,"clean order, should reconcile on both legs"
order_000398,matched,"clean order, should reconcile on both legs"
order_000399,matched,"clean order, should reconcile on both legs"
order_000400,matched,"clean order, should reconcile on both legs"
order_000401,matched,"clean order, should reconcile on both legs"
order_000402,matched,"clean order, should reconcile on both legs"
order_000403,matched,"clean order, should reconcile on both legs"
order_000404,matched,"clean order, should reconcile on both legs"
order_000405,matched,"clean order, should reconcile on both legs"
order_000406,matched,"clean order, should reconcile on both legs"
order_000407,matched,"clean order, should reconcile on both legs"
order_000408,matched,"clean order, should reconcile on both legs"
order_000409,matched,"clean order, should reconcile on both legs"
order_000410,matched,"clean order, should reconcile on both legs"
order_000411,matched,"clean order, should reconcile on both legs"
order_000412,matched,"clean order, should reconcile on both legs"
order_000413,matched,"clean order, should reconcile on both legs"
order_000414,matched,"clean order, should reconcile on both legs"
order_000415,matched,"clean order, should reconcile on both legs"
order_000416,matched,"clean order, should reconcile on both legs"
order_000417,matched,"clean order, should reconcile on both legs"
order_000418,matched,"clean order, should reconcile on both legs"
order_000419,matched,"clean order, should reconcile on both legs"
order_000420,matched,"clean order, should reconcile on both legs"
order_000421,matched,"clean order, should reconcile on both legs"
order_000422,matched,"clean order, should reconcile on both legs"
order_000423,matched,"clean order, should reconcile on both legs"
order_000424,matched,"clean order, should reconcile on both legs"
order_000425,matched,"clean order, should reconcile on both legs"
order_000426,matched,"clean order, should reconcile on both legs"
order_000427,matched,"clean order, should reconcile on both legs"
order_000428,matched,"clean order, should reconcile on both legs"
order_000429,matched,"clean order, should reconcile on both legs"
order_000430,matched,"clean order, should reconcile on both legs"
order_000431,matched,"clean order, should reconcile on both legs"
order_000432,matched,"clean order, should reconcile on both legs"
order_000433,matched,"clean order, should reconcile on both legs"
order_000434,matched,"clean order, should reconcile on both legs"
order_000435,matched,"clean order, should reconcile on both legs"
order_000436,matched,"clean order, should reconcile on both legs"
order_000437,matched,"clean order, should reconcile on both legs"
order_000438,matched,"clean order, should reconcile on both legs"
order_000439,matched,"clean order, should reconcile on both legs"
order_000440,matched,"clean order, should reconcile on both legs"
order_000441,matched,"clean order, should reconcile on both legs"
order_000442,matched,"clean order, should reconcile on both legs"
order_000443,matched,"clean order, should reconcile on both legs"
order_000444,refund_not_reflected,Razorpay refunded; merchant ledger still books the full sale
order_000445,duplicate_settlement,two settlement rows exist for one order_id
order_000446,no_settlement_found,order never settled (stuck/orphan)
order_000447,fee_footing_mismatch,settled_amount does not foot against gross - fee - tax
order_000448,bank_credit_delayed,"bank credit lands 8 days after settlement, past the window"
order_000449,matched,"clean order, should reconcile on both legs"
order_000450,matched,"clean order, should reconcile on both legs"
order_000451,matched,"clean order, should reconcile on both legs"
order_000452,matched,"clean order, should reconcile on both legs"
order_000453,matched,"clean order, should reconcile on both legs"
order_000454,matched,"clean order, should reconcile on both legs"
order_000455,matched,"clean order, should reconcile on both legs"
order_000456,matched,"clean order, should reconcile on both legs"
order_000457,matched,"clean order, should reconcile on both legs"
order_000458,matched,"clean order, should reconcile on both legs"
order_000459,matched,"clean order, should reconcile on both legs"
order_000460,matched,"clean order, should reconcile on both legs"
order_000461,matched,"clean order, should reconcile on both legs"
order_000462,matched,"clean order, should reconcile on both legs"
order_000463,matched,"clean order, should reconcile on both legs"
order_000464,matched,"clean order, should reconcile on both legs"
order_000465,matched,"clean order, should reconcile on both legs"
order_000466,matched,"clean order, should reconcile on both legs"
order_000467,matched,"clean order, should reconcile on both legs"
order_000468,matched,"clean order, should reconcile on both legs"
order_000469,matched,"clean order, should reconcile on both legs"
order_000470,matched,"clean order, should reconcile on both legs"
order_000471,matched,"clean order, should reconcile on both legs"
order_000472,matched,"clean order, should reconcile on both legs"
order_000473,matched,"clean order, should reconcile on both legs"
order_000474,matched,"clean order, should reconcile on both legs"
order_000475,matched,"clean order, should reconcile on both legs"
order_000476,matched,"clean order, should reconcile on both legs"
order_000477,matched,"clean order, should reconcile on both legs"
order_000478,matched,"clean order, should reconcile on both legs"
order_000479,matched,"clean order, should reconcile on both legs"
order_000480,matched,"clean order, should reconcile on both legs"
order_000481,matched,"clean order, should reconcile on both legs"
order_000482,matched,"clean order, should reconcile on both legs"
order_000483,matched,"clean order, should reconcile on both legs"
order_000484,matched,"clean order, should reconcile on both legs"
order_000485,matched,"clean order, should reconcile on both legs"
order_000486,matched,"clean order, should reconcile on both legs"
order_000487,matched,"clean order, should reconcile on both legs"
order_000488,matched,"clean order, should reconcile on both legs"
order_000489,matched,"clean order, should reconcile on both legs"
order_000490,matched,"clean order, should reconcile on both legs"
order_000491,matched,"clean order, should reconcile on both legs"
order_000492,matched,"clean order, should reconcile on both legs"
order_000493,matched,"clean order, should reconcile on both legs"
order_000494,matched,"clean order, should reconcile on both legs"
order_000495,matched,"clean order, should reconcile on both legs"
order_000496,matched,"clean order, should reconcile on both legs"
order_000497,matched,"clean order, should reconcile on both legs"
order_000498,matched,"clean order, should reconcile on both legs"
order_000499,matched,"clean order, should reconcile on both legs"
order_000500,matched,"clean order, should reconcile on both legs"
order_000501,matched,"clean order, should reconcile on both legs"
order_000502,matched,"clean order, should reconcile on both legs"
order_000503,matched,"clean order, should reconcile on both legs"
order_000504,matched,"clean order, should reconcile on both legs"
order_000505,matched,"clean order, should reconcile on both legs"
order_000506,matched,"clean order, should reconcile on both legs"
order_000507,matched,"clean order, should reconcile on both legs"
order_000508,matched,"clean order, should reconcile on both legs"
order_000509,matched,"clean order, should reconcile on both legs"
order_000510,matched,"clean order, should reconcile on both legs"
order_000511,matched,"clean order, should reconcile on both legs"
order_000512,matched,"clean order, should reconcile on both legs"
order_000513,matched,"clean order, should reconcile on both legs"
order_000514,matched,"clean order, should reconcile on both legs"
order_000515,matched,"clean order, should reconcile on both legs"
order_000516,matched,"clean order, should reconcile on both legs"
order_000517,matched,"clean order, should reconcile on both legs"
order_000518,matched,"clean order, should reconcile on both legs"
order_000519,matched,"clean order, should reconcile on both legs"
order_000520,matched,"clean order, should reconcile on both legs"
order_000521,matched,"clean order, should reconcile on both legs"
order_000522,matched,"clean order, should reconcile on both legs"
order_000523,matched,"clean order, should reconcile on both legs"
order_000524,matched,"clean order, should reconcile on both legs"
order_000525,matched,"clean order, should reconcile on both legs"
order_000526,matched,"clean order, should reconcile on both legs"
order_000527,matched,"clean order, should reconcile on both legs"
order_000528,matched,"clean order, should reconcile on both legs"
order_000529,matched,"clean order, should reconcile on both legs"
order_000530,matched,"clean order, should reconcile on both legs"
order_000531,matched,"clean order, should reconcile on both legs"
order_000532,matched,"clean order, should reconcile on both legs"
order_000533,matched,"clean order, should reconcile on both legs"
order_000534,matched,"clean order, should reconcile on both legs"
order_000535,matched,"clean order, should reconcile on both legs"
order_000536,matched,"clean order, should reconcile on both legs"
order_000537,matched,"clean order, should reconcile on both legs"
order_000538,matched,"clean order, should reconcile on both legs"
order_000539,matched,"clean order, should reconcile on both legs"
order_000540,matched,"clean order, should reconcile on both legs"
order_000541,matched,"clean order, should reconcile on both legs"
order_000542,matched,"clean order, should reconcile on both legs"
order_000543,matched,"clean order, should reconcile on both legs"
order_000544,matched,"clean order, should reconcile on both legs"
order_000545,matched,"clean order, should reconcile on both legs"
order_000546,matched,"clean order, should reconcile on both legs"
order_000547,matched,"clean order, should reconcile on both legs"
order_000548,matched,"clean order, should reconcile on both legs"
order_000549,matched,"clean order, should reconcile on both legs"
order_000550,matched,"clean order, should reconcile on both legs"
order_000551,matched,"clean order, should reconcile on both legs"
order_000552,matched,"clean order, should reconcile on both legs"
order_000553,matched,"clean order, should reconcile on both legs"
order_000554,matched,"clean order, should reconcile on both legs"
order_000555,matched,"clean order, should reconcile on both legs"
order_000556,matched,"clean order, should reconcile on both legs"
order_000557,matched,"clean order, should reconcile on both legs"
order_000558,matched,"clean order, should reconcile on both legs"
order_000559,matched,"clean order, should reconcile on both legs"
order_000560,matched,"clean order, should reconcile on both legs"
order_000561,matched,"clean order, should reconcile on both legs"
order_000562,matched,"clean order, should reconcile on both legs"
order_000563,matched,"clean order, should reconcile on both legs"
order_000564,matched,"clean order, should reconcile on both legs"
order_000565,matched,"clean order, should reconcile on both legs"
order_000566,matched,"clean order, should reconcile on both legs"
order_000567,matched,"clean order, should reconcile on both legs"
order_000568,matched,"clean order, should reconcile on both legs"
order_000569,matched,"clean order, should reconcile on both legs"
order_000570,matched,"clean order, should reconcile on both legs"
order_000571,matched,"clean order, should reconcile on both legs"
